"Timestamp","Año de nacimiento","Género","¿Cuántos hermanos tienes?","Orden de nacimiento","Durante la mayor parte de tu infancia, ¿cuál era la situación de tu familia?","¿A qué edad tuvo tu MADRE su primer hijo/a?","¿A qué edad tuvo tu PADRE su primer hijo/a?","¿Cuál es el nivel de estudios máximo obtenido por tu madre?","¿Cuál es el nivel de estudios máximo obtenido por tu padre?","¿Qué tipo de educación recibió tu madre?","¿Qué tipo de educación recibió tu padre?","¿Cuál era la profesion principal de tu madre?","¿Cuál era la profesion principal de tu padre?","¿Cuántas personas trabajaban en tu hogar a tiempo completo?","¿Cuántas personas trabajaban en tu hogar a tiempo parcial?","¿En qué categoría clasificarías la situación económica de tu familia durante tu infancia?","¿Cuál era la situación de tu familia en cuanto a vivienda?","Indica el código postal (o códigos postales) de tu casa durante tu infancia.","¿A qué edad empezaste a trabajar?","¿Has terminado de estudiar?","Si has terminado de estudiar, ¿cuál es tu grado máximo de estudios?","Si no has terminado de estudiar, ¿qué tipo de estudios estás cursando ahora mismo?","¿Has cursado otras modalidades de bachillerato?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio público?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado laico?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado laico?","Durante tu educación primaria y secundaria, ¿recibiste alguna de las siguientes?","¿Practicabas algún deporte de manera extraescolar?","¿Has hecho selectividad?","Si hiciste la selectividad en 2009 o antes, ¿cuál fue tu nota?","Si hiciste la selectividade en 2010 o en adelante, ¿cuál fue tu nota?","Si accediste a la universidad, ¿a qué titulación?","¿Accediste a la universidad el primer año que solicitaste?","Si no accediste a la primera, ¿cuántas veces solicitaste la entrada?","¿Fue tu primera opción?","Si no fue tu primera opción, ¿cuál fue?"
"2019/01/14 3:25:59 PM GMT+1","1986","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","27","30","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Contable ","Mozo almacén ","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08019","16","No","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","12","0","0","0","0","Clases de refuerzo","Si","Sí","9 - 9,5","","","","","","Segunda"
"2019/01/14 3:30:59 PM GMT+1","1966","Mujer","3","Tercera","Padres conviviendo como pareja, casados o pareja de hecho.","21","22","No terminó la Educación Primaria o Educación General Básica (EGB)","Bachillerato o Curso de Orientación Universitaria (COU)","Concertada religiosa","Concertada religiosa","Ama de casa","Administracion de enpresa","Tres","Ninguna","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Alquiler","08195","19","Sí","Ciclo formativo de grado superior (FP)","","No","0","12","0","0","0","Ninguna","Si","No","","","","","","No","Segunda"
"2019/01/14 3:34:29 PM GMT+1","1970","Mujer","1","Mayor","Padres conviviendo como pareja, casados o pareja de hecho.","26","24","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Privada religiosa","Dependienta pasteleria","Albaňil maestro","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Alquiler","08190","15","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","12","0","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","","","","","Segunda"
"2019/01/14 3:35:50 PM GMT+1","1972","Mujer","2","1°","Padres conviviendo como pareja, casados o pareja de hecho.","24","25","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Agricultor","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","37490","16","Sí","Diplomatura o ingeniería técnica","","No","11","0","0","0","0","Ninguna","No","Sí","6 - 6,5","","Fisioterapia","Sí","","Sí",""
"2019/01/14 3:36:37 PM GMT+1","1991","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","28","29","Educación Primaria o Educación General Básica (EGB)","Bachillerato o Curso de Orientación Universitaria (COU)","Pública","Concertada religiosa","Carnicera","Jefe de produccion","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08130","18","Sí","Máster Universitario","Doctorado","No","2","4","0","0","0","Ninguna","Si","Sí","8 - 8,5","","Fisioterapia","Sí","","Sí",""
"2019/01/14 3:37:57 PM GMT+1","1998","Mujer","2","1) 1998 2) 2001 3) 2006","Padres conviviendo como pareja, casados o pareja de hecho.","22","30","Bachillerato o Curso de Orientación Universitaria (COU)","Doctorado","Concertada religiosa","Privada religiosa","Gerente administrativa","Odontologo","0","1","Nos podíamos permitir todavía más lujos (múltiples vacaciones anuales, varios coches).","Propiedad","08172","19","No","Grado universitario,  licenciatura o ingeniería técnica","Grado universitario","Si","5","0","12","0","7","Ninguna","Si","Sí","","8,5 - 9","Derecho","Sí","","Sí",""
"2019/01/14 3:40:59 PM GMT+1","1974","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","40","43","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Concertada religiosa","Modista","Comercial ","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08015","22","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","0","0","12","0","0","Clases de refuerzo","Si","No","","","","","","","Segunda"
"2019/01/14 3:41:47 PM GMT+1","1972","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","22","27","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Limpiadora","Camionero","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08130","17","Sí","Educación Primaria o Educación General Básica (EGB)","","No","0","8","0","0","0","Ninguna","No","No","","","","","","","Octava"
"2019/01/14 3:44:19 PM GMT+1","1997","Mujer","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","26","42","Ciclo formativo de grado superior (FP)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Concertada religiosa","Concertada religiosa","Ama de casa","Carpintero","4","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08191","18","No","","Ciclo formativo de grado superior (FP)","No","12","0","0","0","0","Clases de refuerzo","Si","No","","","","","","","Segunda"
"2019/01/14 3:45:14 PM GMT+1","1980","Mujer","3","1","Padres conviviendo como pareja, casados o pareja de hecho.","23","24","Bachillerato o Curso de Orientación Universitaria (COU)","Bachillerato o Curso de Orientación Universitaria (COU)","Pública","Pública","Ama de casa","Administrativo","1","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08020","16","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","11","0","0","0","0","Ninguna","Si","No","","","Magisterio","Sí","","Sí",""
"2019/01/14 3:48:05 PM GMT+1","1978","Mujer","3","2","Padres divorciados y uno de los dos con otra pareja.","25","27","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Administrativa","Constructor","1","0","El dinero no era un factor limitante (casas de veraneo, varios coches, etc.).","Propiedad","08021, 08028","26","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","2","11","0","0","0","Clases de refuerzo","No","Sí","6 - 6,5","","Derecho ","Sí","","Sí",""
"2019/01/14 3:48:20 PM GMT+1","1971","Mujer","3","Primero","Padres conviviendo como pareja, casados o pareja de hecho.","25","29","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Grado universitario, licenciatura o ingeniería superior","No lo sé","No lo sé","Administrativa","Ingeniero","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Alquiler","08024","26","No","Grado universitario,  licenciatura o ingeniería técnica","","No","4","0","0","0","8","Ninguna","Si","Sí","No lo recuerdo","","Medicina","Sí","","Sí",""
"2019/01/14 4:07:01 PM GMT+1","1984","Mujer","1","Jo + món germa","Padres conviviendo como pareja, casados o pareja de hecho.","28","28","Bachillerato o Curso de Orientación Universitaria (COU)","Ciclo formativo de grado superior (FP)","Pública","Concertada religiosa","Administració","Conserge","1","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08026","18","Sí","Máster Universitario","","No","2","2","10","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.);Logopedia o Psicopedagogía","Si","Sí","9 - 9,5","","Filologia Inglesa","Sí","","Sí",""
"2019/01/14 4:08:20 PM GMT+1","1989","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","17","18","Ciclo formativo de grado medio (FP)","Bachillerato o Curso de Orientación Universitaria (COU)","Pública","Pública","Monitora infantil","Rotulista","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08130","16","Sí","Máster Universitario","","No","6","6","0","0","0","Ninguna","Si","Sí","6 - 6,5","","Enfermería","Sí","","Sí",""
"2019/01/14 4:09:48 PM GMT+1","1991","Mujer","2","2","Padres conviviendo como pareja, casados o pareja de hecho.","32","32","Grado universitario, licenciatura o ingeniería superior","Grado universitario, licenciatura o ingeniería superior","Pública","Pública","Ingeniera","Traductor","3","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08198","24","Sí","Máster Universitario","","No","6","0","0","0","6","Ninguna","Si","Sí","8 - 8,5","","Fisioterapia","Sí","","No","Segunda"
"2019/01/14 4:10:21 PM GMT+1","1980","Hombre","2","3","Padres divorciados o separados viviendo por separado sin pareja.","26","25","Ciclo formativo de grado medio (FP)","Ciclo formativo de grado medio (FP)","Concertada religiosa","Concertada religiosa","contable","comercial","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08026","19","Sí","Doctorado","","No","4","0","8","0","0","Ninguna","Si","Sí","6,5 - 7","","farmacia","Sí","","No","Cuarta"
"2019/01/14 4:14:21 PM GMT+1","1986","Mujer","1","2","Padres divorciados o separados viviendo por separado sin pareja.","41","35","Bachillerato o Curso de Orientación Universitaria (COU)","No lo sé","Privada religiosa","Privada religiosa","Contable","Comercial","0","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08021","21","Sí","Máster Universitario","","No","0","0","0","0","12","Ninguna","Si","Sí","7 - 7,5","","","Sí","","Sí",""
"2019/01/14 4:22:04 PM GMT+1","1950","Hombre","0","1","Padres divorciados o separados viviendo por separado sin pareja.","29","33","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Sastre","Agricultor","0","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08911","24","Sí","Máster Universitario","","No","0","0","0","0","11","Ninguna","Si","No","","","Económicas","Sí","","Sí",""
"2019/01/14 4:23:36 PM GMT+1","1980","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","20","21","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Pintor","1","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08191","20","Sí","Ciclo formativo de grado medio (FP)","","No","0","1","1","0","0","Ninguna","Si","No","","","","No","","No","Segunda"
"2019/01/14 4:33:29 PM GMT+1","1995","Mujer","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","32","32","Bachillerato o Curso de Orientación Universitaria (COU)","Grado universitario, licenciatura o ingeniería superior","Pública","Concertada religiosa","Pastelera","Visitador farmacéutico","4","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08173","20","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","12","0","0","0","0","Ninguna","Si","Sí","","11,5 - 12","Grado en Periodismo","Sí","","Sí",""
"2019/01/14 4:42:45 PM GMT+1","1976","Hombre","2","1","Padres divorciados y uno de los dos con otra pareja.","25","32","Educación Primaria o Educación General Básica (EGB)","Máster universitario","Privada religiosa","Privada religiosa","ama de casa","economista","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08110","16","Sí","Diplomatura o ingeniería técnica","","No","7","0","0","0","7","Clases de refuerzo","No","No","","","empresariales","Sí","","Sí",""
"2019/01/14 4:44:20 PM GMT+1","1997","Mujer","2","2","Padres conviviendo como pareja, casados o pareja de hecho.","26","33","Grado universitario, licenciatura o ingeniería superior","Grado universitario, licenciatura o ingeniería superior","Concertada religiosa","Concertada religiosa","Periodista","Telecomunicaciones","0","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08172","16","No","","Grado universitario","No","12","0","0","0","0","Ninguna","Si","No","","","","Sí","","Sí",""
"2019/01/14 4:49:12 PM GMT+1","1975","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","21","22","Diplomatura o ingeniería técnica","Grado universitario, licenciatura o ingeniería superior","Concertada religiosa","Privada religiosa","Secretaria","Ingeniero","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad de protección oficial","08030","16","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","8","6","0","0","0","Clases de refuerzo","Si","No","","","","Sí","1","Sí",""
"2019/01/14 4:51:48 PM GMT+1","1968","Mujer","2","La tercera","Padres conviviendo como pareja, casados o pareja de hecho.","24","33","Bachillerato o Curso de Orientación Universitaria (COU)","Doctorado","Privada religiosa","Privada religiosa","Sus labores","Medico","Solo yo","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08029","15 años","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","12","0","12","0","Clases de refuerzo","Si","Sí","6 - 6,5","","Economicas","Sí","","Sí",""
"2019/01/14 4:54:01 PM GMT+1","1986","Mujer","1","2","Padres divorciados y uno de los dos con otra pareja.","24","24","Diplomatura o ingeniería técnica","No lo sé","Pública","Pública","Enfermera","Peón ","1","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08221","18","Sí","Máster Universitario","","No","4","0","0","3","5","Ninguna","No","Sí","6,5 - 7","","Enfermería ","Sí","","Sí",""
"2019/01/14 4:54:52 PM GMT+1","1976","Mujer","3","3","Padres conviviendo como pareja, casados o pareja de hecho.","27","30","Educación Primaria o Educación General Básica (EGB)","Diplomatura o ingeniería técnica","No lo sé","No lo sé","Modista/ama de casa","Jefe de mantenimiento","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08913","22","Sí","Ciclo formativo de grado superior (FP)","","No","0","0","0","0","1","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","","","","","Octava"
"2019/01/14 4:55:19 PM GMT+1","1980","Mujer","2","2","Padres conviviendo como pareja, casados o pareja de hecho.","22","28","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","empresaria","empresario","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08190","21","Sí","Máster Universitario","","No","12","0","0","0","0","Ninguna","No","Sí","6,5 - 7","","ingeniería","Sí","","No","Segunda"
"2019/01/14 4:57:44 PM GMT+1","1955","Mujer","4","2","Padres conviviendo como pareja, casados o pareja de hecho.","30","31","Grado universitario, licenciatura o ingeniería superior","Bachillerato o Curso de Orientación Universitaria (COU)","Pública","Privada laica","Profesora","Negocios","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","no recuerdo","14","Sí","Máster Universitario","","No","0","0","0","11","0","Ninguna","Si","No","","","Licenciatura matemáticas","Sí","","Sí",""
"2019/01/14 5:04:31 PM GMT+1","1980","Hombre","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","34","43","Diplomatura o ingeniería técnica","Ciclo formativo de grado superior (FP)","Privada religiosa","Pública","Maestra","Contable","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08130","23","Sí","Máster Universitario","","No","0","0","10","0","0","Ninguna","No","Sí","6 - 6,5","","Psicologia","Sí","","No","Segunda"
